Product,Quantity,Price,Date,Time
Rye,69,89.89,2025-12-04,10:04
Corn,353,46.18,2025-03-12,17:34
Millet,223,76.61,2025-02-24,09:01
Rye,328,11.64,2025-06-18,15:17
Rice,470,81.48,2025/12/14,00:00
Sorghum,414,66.71,2025-08-03,12:51
Oats,184,23.14,2025-12-02,05:21
Quinoa,442,87.04,2025/03/08,03:57
Sorghum,73,57.31,2025/11/24,14:27
Soybean,109,39.02,2025/04/01,03:30
Millet,159,75.91,2025/01/06,14:41
Rye,218,52.9,2025/10/11,14:18
Barley,429,19.57,2025-02-11,09:05
Soybean,297,10.87,2025/02/08,03:36
Wheat,279,62.43,2025-12-15,11:09
Oats,486,94.64,2025-10-09,21:09
Oats,296,14.86,2025-07-17,03:37
Soybean,165,60.69,2025/03/17,23:29
Barley,213,89.67,2025-08-07,06:36
Millet,417,44.06,2025-03-18,01:09
Sorghum,372,60.3,2025/11/17,13:40
Wheat,119,81.23,2025/07/09,06:01
Sorghum,436,89.9,2025-05-17,08:43
Quinoa,97,88.58,2025-04-07,05:58
Barley,374,14.04,2025-05-13,18:20
Sorghum,218,56.35,2025/11/16,03:17
Quinoa,246,27.94,2025-04-23,19:51
Wheat,390,35.2,2025/12/22,09:49
Soybean,473,80.78,2025/01/12,01:01
Wheat,468,98.5,2025-05-05,02:03
Wheat,50,68.23,2025/12/03,11:43
Sorghum,470,90.02,2025/12/06,14:46
Corn,401,66.25,2025/12/05,05:58
Corn,85,49.71,2025-11-03,18:10
Corn,164,19.73,2025-08-06,16:43
Oats,171,38.41,2025/04/20,16:39
Soybean,78,91.44,2025/11/24,18:55
Soybean,329,45.53,2025-10-23,07:35
Corn,197,93.48,2025-11-04,00:33
Millet,347,46.09,2025/03/07,02:49
Quinoa,108,57.02,2025-08-24,21:30
Rye,428,42.73,2025-10-05,20:50
Wheat,341,39.25,2025-09-28,13:58
Sorghum,376,17.87,2025/03/05,15:52
Rye,121,84.23,2025/10/04,10:53
Barley,278,57.29,2025-07-10,22:24
Oats,354,22.09,2025-10-23,03:19
Barley,428,20.38,2025-01-18,17:43
Quinoa,450,93.01,2025-06-17,17:26
Rye,311,89.48,2025/08/13,08:16
Millet,211,64.59,2025/08/31,22:45
Soybean,497,32.72,2025/07/17,14:26
Soybean,316,66.82,2025-04-08,03:03
Quinoa,121,92.33,2025/12/26,00:54
Barley,225,72.68,2025-04-24,21:17
Quinoa,236,53.23,2025/04/01,22:56
Millet,383,59.54,2025-01-26,11:09
Millet,326,51.31,2025/02/14,04:09
Corn,131,72.77,2025-08-15,12:37
Corn,333,25.76,2025/03/16,22:48
Rice,383,55.31,2025/12/10,04:19
Barley,207,32.35,2025/03/13,07:43
Oats,199,82.83,2025/12/04,00:14
Quinoa,149,41.57,2025-02-24,09:50
Corn,374,66.16,2025/04/30,01:42
Sorghum,326,80.51,2025-02-10,12:55
Millet,388,14.92,2025/12/08,10:06
Millet,344,93.24,2025/12/04,23:20
Wheat,293,64.94,2025/08/30,01:16
Sorghum,416,48.51,2025/01/02,04:43
Soybean,204,35.51,2025/09/21,04:06
Wheat,198,83.16,2025/09/03,14:56
Oats,122,11.97,2025-08-02,16:35
Sorghum,486,49.34,2025-07-15,11:42
Millet,313,30.61,2025/08/11,05:35
Rice,129,95.52,2025-07-26,21:04
Millet,309,88.36,2025/02/12,19:12
Rye,489,48.29,2025/10/04,11:33
Soybean,171,60.47,2025-10-27,12:27
Quinoa,298,44.44,2025-05-22,11:21
Rice,181,44.31,2025/05/03,13:39
Oats,487,75.41,2025/03/08,13:46
Millet,455,45.81,2025/10/14,05:16
Soybean,317,46.42,2025-02-06,01:59
Corn,384,57.71,2025/04/18,02:19
Rice,109,69.35,2025/04/01,16:17
Wheat,405,52.41,2025/08/29,01:51
Rye,222,75.35,2025/03/08,17:56
Sorghum,376,41.55,2025-03-18,08:53
Oats,336,11.3,2025/02/06,13:05
Oats,399,35.9,2025/11/09,06:08
Soybean,59,85.54,2025/10/14,23:05
Soybean,203,76.55,2025/04/16,14:33
Rice,52,65.23,2025-01-26,00:14
Barley,324,32.28,2025/03/30,01:33
Corn,232,48.96,2025/11/29,04:02
Wheat,204,97.57,2025/02/07,13:35
Rye,144,13.38,2025/04/08,22:31
Rye,220,97.94,2025-09-15,10:16
Sorghum,99,27.13,2025/07/29,15:47
Wheat,281,24.55,2025/07/17,02:47
Soybean,264,10.91,2025/10/02,20:47
Sorghum,91,71.51,2025-08-20,16:42
Rice,61,36.21,2025-11-18,17:07
Wheat,297,42.52,2025-02-06,05:26
Soybean,295,50.82,2025-07-25,20:32
Wheat,389,86.85,2025/12/09,12:29
Rye,435,38.32,2025/12/29,18:01
Sorghum,244,88.79,2025-05-30,20:05
Millet,57,27.2,2025/10/26,07:02
Rice,409,10.02,2025-11-26,23:34
Soybean,102,28.71,2025/09/04,20:31
Corn,195,49.84,2025-05-22,17:28
Corn,365,22.19,2025-08-21,10:55
Soybean,190,85.15,2025-12-02,09:47
Oats,345,89.75,2025/11/06,05:03
Soybean,150,88.98,2025-12-17,08:40
Millet,369,56.99,2025-12-02,12:15
Quinoa,291,75.34,2025/06/10,11:34
Corn,110,54.37,2025-08-27,08:01
Sorghum,498,50.56,2025/10/17,21:28
Oats,443,80.08,2025/07/04,22:03
Quinoa,417,99.02,2025-05-25,05:52
Oats,470,47.71,2025/08/25,05:53
Millet,183,87.16,2025/09/29,15:32
Oats,65,49.13,2025-12-05,12:28
Barley,99,86.19,2025/01/06,09:24
Rye,273,35.03,2025/11/28,19:39
Oats,306,50.57,2025-08-16,11:00
Soybean,184,43.75,2025/07/24,15:17
Wheat,151,10.58,2025/05/29,15:53
Rye,373,43.53,2025-10-01,08:22
Soybean,331,29.12,2025-10-18,15:16
Corn,292,57.62,2025-11-26,15:58
Wheat,305,69.0,2025-10-18,07:48
Oats,434,84.53,2025-05-03,08:05
Barley,397,50.64,2025/05/26,05:50
Barley,329,46.1,2025-11-11,08:21
Sorghum,98,77.77,2025-08-01,09:27
Soybean,176,85.59,2025/12/17,19:42
Soybean,426,85.73,2025/04/04,02:25
Rye,98,70.9,2025-06-13,12:19
Millet,396,98.69,2025/01/08,21:00
Quinoa,256,47.07,2025-06-22,06:06
Sorghum,128,97.77,2025/03/27,03:18
Soybean,477,47.9,2025/01/18,22:43
Soybean,425,26.12,2025-01-20,17:17
Sorghum,230,64.27,2025/02/09,07:18
Rice,161,86.8,2025/01/16,19:02
Rice,187,47.57,2025-04-25,19:46
Quinoa,316,92.62,2025-05-02,18:16
Barley,298,92.41,2025/12/20,21:51
Rye,154,89.43,2025-10-21,20:23
Sorghum,381,36.49,2025/10/24,21:06
Barley,311,24.42,2025-03-06,22:35
Soybean,83,78.38,2025/01/07,19:47
Sorghum,173,16.47,2025-04-20,21:13
Soybean,328,73.18,2025/09/26,15:34
Millet,99,33.42,2025/01/21,15:23
Rice,340,37.08,2025-07-09,06:42
Barley,138,59.35,2025/07/21,15:51
Oats,274,33.42,2025/04/17,19:51
Rice,413,72.28,2025/06/05,02:57
Millet,184,32.51,2025/10/23,18:21
Oats,395,29.92,2025-03-06,04:49
Wheat,101,21.76,2025-12-16,05:21
Rice,277,62.13,2025/02/01,11:44
Rye,281,73.81,2025/04/16,21:43
Rice,471,27.79,2025-04-02,06:41
Corn,282,50.38,2025-05-25,23:18
Corn,359,32.74,2025/04/16,19:20
Rice,137,19.14,2025/07/16,04:14
Wheat,467,25.12,2025/03/09,15:59
Millet,197,67.13,2025-01-26,13:34
Soybean,187,57.03,2025-03-06,15:58
Sorghum,382,52.74,2025/05/24,16:22
Soybean,388,89.01,2025-07-15,10:12
Oats,426,88.6,2025/09/01,01:41
Rye,158,75.5,2025-07-25,02:04
Quinoa,274,77.49,2025-07-30,17:06
Wheat,98,78.19,2025-06-03,21:18
Corn,311,50.96,2025-10-22,08:37
Rye,73,71.5,2025-12-29,08:37
Quinoa,131,67.36,2025/09/28,01:03
Barley,372,86.96,2025/12/22,17:36
Rice,158,86.07,2025-02-27,16:56
Rice,180,85.82,2025/02/22,10:24
Barley,226,57.32,2025/10/23,00:05
Rice,276,54.97,2025/09/21,05:38
Millet,426,95.53,2025/09/29,21:21
Quinoa,83,38.79,2025-11-05,18:38
Sorghum,117,33.89,2025-02-24,09:48
Oats,357,55.06,2025-07-28,09:29
Millet,301,71.22,2025-05-17,19:51
Wheat,483,75.29,2025-06-17,15:21
Rye,225,18.07,2025/11/20,10:34
Soybean,148,68.29,2025/10/27,21:09
Wheat,439,13.69,2025-07-06,00:57
Millet,347,46.25,2025-05-26,01:02
Corn,460,22.95,2025/10/10,00:40
Oats,383,36.36,2025/08/07,03:11
Corn,405,11.65,2025-04-22,22:23
Sorghum,462,99.07,2025-12-12,02:42
Millet,484,40.84,2025-03-20,04:02
Oats,309,11.31,2025/06/03,05:52
Barley,80,70.09,2025-10-24,23:59
Soybean,321,22.87,2025/01/29,01:34
Quinoa,146,18.95,2025-01-13,16:54
Rye,279,75.88,2025-08-31,22:37
Rye,244,99.49,2025/12/28,10:24
Quinoa,382,92.37,2025/07/10,16:23
Wheat,352,97.11,2025-06-13,19:25
Wheat,64,75.64,2025/08/10,00:46
Corn,366,83.4,2025/11/19,00:16
Rye,292,66.11,2025-04-17,18:10
Rye,453,12.12,2025-03-12,21:51
Wheat,314,90.38,2025/12/08,08:12
Soybean,283,37.59,2025-07-21,12:37
Quinoa,408,10.78,2025-06-09,17:10
Soybean,491,76.61,2025-11-23,07:39
Sorghum,393,24.62,2025-05-03,21:55
Rice,296,35.73,2025/05/19,08:54
Corn,381,57.48,2025/09/19,13:37
Wheat,257,85.79,2025-06-23,22:53
Rye,375,12.21,2025/04/02,16:39
Rye,159,75.63,2025-12-25,00:48
Sorghum,125,19.86,2025-10-02,19:49
Rice,242,43.18,2025/10/09,12:45
Sorghum,241,69.95,2025/05/14,07:57
Quinoa,277,51.21,2025/10/21,06:07
Sorghum,427,25.98,2025/01/17,02:30
Oats,440,35.85,2025/12/05,23:32
Millet,379,66.32,2025-11-11,19:34
Barley,175,32.77,2025-02-01,08:16
Millet,166,66.77,2025/07/20,13:45
Millet,125,70.62,2025-03-27,15:54
Quinoa,150,34.84,2025-01-17,03:15
Oats,346,16.26,2025/09/29,20:51
Corn,220,91.28,2025-02-25,13:45
Quinoa,248,42.47,2025/12/27,17:48
Wheat,182,69.98,2025/12/28,11:59
Oats,396,36.15,2025/02/24,17:08
Quinoa,324,54.83,2025/02/12,01:02
Rice,122,47.04,2025/05/03,02:10
Soybean,102,89.68,2025-04-27,01:47
Oats,421,40.03,2025/06/03,18:42
Oats,378,24.85,2025/01/05,00:45
Barley,476,14.08,2025/07/27,06:19
Wheat,474,65.99,2025-06-25,22:11
Rye,331,40.23,2025/08/13,17:01
Wheat,408,50.55,2025/05/16,04:21
Sorghum,242,46.63,2025-01-28,03:36
Soybean,497,55.93,2025-02-16,09:18
Corn,314,74.12,2025-02-26,21:34
Barley,340,33.16,2025-09-29,00:19
Millet,454,84.5,2025/02/16,03:50
Rye,402,12.19,2025/03/07,22:03
Corn,177,69.41,2025-01-22,02:18
Oats,499,29.52,2025/12/09,05:41
Sorghum,371,93.1,2025-07-24,19:01
Soybean,297,97.06,2025-07-18,07:46
Rye,351,88.31,2025-08-01,08:47
Barley,298,96.07,2025/11/13,19:57
Rye,208,61.62,2025/09/12,09:16
Millet,499,84.58,2025/06/03,18:44
Barley,391,77.25,2025-10-13,16:51
Sorghum,87,58.97,2025-06-16,07:19
Corn,260,99.13,2025/03/26,12:39
Rice,244,53.24,2025-02-28,13:47
Rice,336,81.44,2025-12-30,13:34
Rye,102,10.75,2025-09-13,06:18
Millet,288,24.65,2025-02-21,21:32
Corn,299,81.77,2025-12-24,01:19
Barley,299,47.95,2025-05-02,15:12
Rye,427,86.17,2025-09-23,05:54
Millet,335,63.56,2025/05/13,19:39
Rye,108,75.26,2025-12-26,18:47
Soybean,197,91.59,2025/09/01,19:51
Oats,174,31.94,2025/05/09,17:28
Barley,375,77.2,2025-11-01,03:29
Quinoa,312,52.39,2025-05-26,13:46
Wheat,123,12.38,2025/11/22,22:57
Wheat,310,41.68,2025-04-16,22:28
Wheat,130,12.03,2025-12-29,05:07
Quinoa,223,91.69,2025-02-10,23:49
Sorghum,154,69.69,2025-12-18,11:44
Barley,351,75.54,2025-06-11,04:56
Rice,289,85.42,2025-06-07,07:32
Millet,202,23.02,2025-10-03,22:25
Millet,64,73.27,2025/08/12,11:48
Rye,496,50.09,2025/03/25,17:52
Sorghum,420,65.53,2025-10-20,07:25
Millet,458,93.1,2025/11/21,11:49
Quinoa,426,67.32,2025/03/28,12:47
Millet,431,26.82,2025-06-01,21:03
Quinoa,454,36.89,2025-10-20,10:38
Barley,228,16.23,2025/01/13,04:14
Millet,137,65.69,2025-12-11,00:33
Millet,278,52.37,2025-04-09,21:17
Millet,238,11.07,2025-05-01,11:38
Millet,305,55.99,2025-08-10,17:09
Wheat,78,49.19,2025/09/12,20:51
Quinoa,487,11.62,2025-03-14,19:40
Soybean,399,59.63,2025/10/30,16:51
Quinoa,327,85.82,2025-02-01,11:33
Millet,61,59.9,2025/06/26,04:17
Quinoa,237,68.31,2025-10-11,16:31
Soybean,116,92.2,2025-04-23,06:28
Millet,129,36.28,2025-04-23,00:41
Rye,197,90.32,2025/05/01,12:26
Oats,117,72.88,2025/06/06,03:27
Rye,302,56.32,2025/08/05,08:01
Barley,229,22.54,2025-01-12,15:35
Barley,443,70.81,2025-01-25,22:01
Millet,433,81.53,2025/10/10,02:12
Soybean,79,99.42,2025-04-06,21:38
Wheat,438,51.33,2025-12-18,20:40
Sorghum,234,92.32,2025-10-09,06:33
Soybean,484,39.93,2025-04-30,22:25
Oats,324,24.86,2025-04-13,09:18
Barley,414,60.11,2025-10-18,01:29
Barley,50,86.5,2025-01-08,21:42
Quinoa,203,24.14,2025-11-22,01:17
Quinoa,339,82.37,2025/10/09,10:20
Soybean,374,53.15,2025-11-04,12:07
Wheat,273,54.62,2025-04-19,22:55
Sorghum,375,51.15,2025-02-15,05:33
Wheat,262,87.3,2025-05-16,23:16
Quinoa,257,91.78,2025-02-06,16:36
Rice,160,69.9,2025/12/31,21:37
Soybean,410,47.37,2025-12-25,22:02
Quinoa,399,45.75,2025/08/24,02:13
Rye,235,53.83,2025/06/04,16:19
Millet,208,37.79,2025/08/24,11:12
Barley,84,27.36,2025/03/02,12:50
Millet,385,33.05,2025/07/08,21:19
Oats,52,65.48,2025-10-15,21:52
Rye,332,13.87,2025/01/01,13:08
Rice,448,58.56,2025/11/01,12:49
Millet,140,48.13,2025-04-10,04:07
Oats,70,50.82,2025/06/24,15:41
Barley,252,94.53,2025/05/24,05:17
Rice,358,57.9,2025-04-12,18:00
Barley,213,93.62,2025-10-03,19:51
Rice,219,25.92,2025/06/28,07:44
Corn,396,34.37,2025/06/15,17:38
Corn,271,88.91,2025/08/25,05:22
Wheat,69,10.53,2025/07/02,10:44
Quinoa,335,90.47,2025-12-18,23:49
Rice,252,68.71,2025/04/01,05:43
Sorghum,59,91.04,2025/03/14,16:03
Corn,182,48.18,2025-02-22,11:26
Rice,432,98.16,2025/02/01,21:17
Soybean,235,27.61,2025/08/09,12:53
Millet,296,37.39,2025/11/16,09:55
Corn,422,17.55,2025/06/05,19:21
Oats,194,31.64,2025-01-17,11:24
Barley,145,61.58,2025/11/23,17:14
Millet,499,19.6,2025-03-08,12:22
Soybean,436,38.54,2025-10-26,01:54
Millet,84,92.98,2025/11/10,11:42
Millet,286,75.13,2025/01/14,06:12
Wheat,434,81.1,2025-01-14,15:49
Quinoa,167,19.03,2025/05/13,07:07
Millet,208,92.19,2025/08/01,05:58
Sorghum,167,23.74,2025/06/19,23:13
Soybean,198,20.83,2025/06/17,15:50
Millet,120,45.74,2025/11/04,23:28
Barley,62,99.28,2025-06-28,08:05
Soybean,157,85.25,2025-10-24,13:40
Oats,392,69.65,2025/07/21,22:48
Wheat,465,11.94,2025-01-06,09:19
Wheat,102,19.17,2025-04-22,04:46
Quinoa,450,23.48,2025-08-18,16:31
Rye,311,25.04,2025-03-25,05:25
Oats,324,81.4,2025/01/06,03:45
Corn,334,86.37,2025/07/14,03:05
Rye,205,74.83,2025/06/20,11:03
Soybean,213,21.22,2025/04/24,20:09
Rye,62,65.31,2025/11/24,15:55
Oats,96,71.9,2025/06/25,12:41
Rice,439,90.24,2025/07/26,01:04
Wheat,220,10.75,2025/06/24,01:46
Soybean,485,92.22,2025/08/07,19:10
Oats,204,45.33,2025-06-29,12:20
Millet,497,63.98,2025-01-22,22:04
Oats,454,38.24,2025/08/21,08:24
Wheat,387,36.43,2025/05/04,17:16
Corn,247,21.6,2025-11-06,08:59
Soybean,318,84.23,2025-08-26,06:34
Wheat,275,51.26,2025/05/31,17:10
Quinoa,268,28.05,2025-07-20,03:12
Soybean,261,96.61,2025-01-27,19:21
Barley,421,66.2,2025-07-23,14:14
Sorghum,88,93.3,2025/05/13,08:02
Millet,309,81.71,2025-11-16,19:29
Oats,459,20.07,2025-04-03,18:46
Corn,367,39.02,2025-04-04,22:30
Wheat,165,22.82,2025/12/08,10:00
Wheat,317,84.86,2025-01-28,09:46
Sorghum,359,85.48,2025-01-23,06:12
Oats,377,78.24,2025-01-04,00:53
Millet,111,92.78,2025/05/04,20:42
Rice,234,74.39,2025/06/03,17:43
Rye,467,48.04,2025/08/02,13:24
Wheat,450,32.77,2025-04-12,10:59
Millet,241,87.46,2025-05-30,08:04
Wheat,373,73.02,2025/04/04,12:46
Wheat,176,27.84,2025-05-26,04:41
Rye,321,29.5,2025-07-06,11:09
Barley,187,46.52,2025/08/18,00:53
Sorghum,288,76.17,2025-01-29,08:41
Oats,456,77.28,2025-03-01,03:02
Corn,279,77.92,2025-06-21,06:43
Rye,92,55.03,2025/05/20,08:54
Rice,486,84.6,2025/04/14,02:36
Quinoa,369,45.7,2025/09/19,21:09
Quinoa,245,88.87,2025-02-26,08:55
Quinoa,111,30.64,2025-01-08,13:35
Wheat,404,10.02,2025/11/06,01:20
Quinoa,389,20.26,2025/04/07,01:32
Rice,89,69.17,2025/01/19,03:53
Quinoa,86,57.56,2025/09/03,07:36
Millet,411,82.81,2025-04-13,08:53
Oats,202,85.48,2025/12/31,18:13
Wheat,455,33.81,2025-07-15,17:01
Rye,468,66.85,2025/12/10,21:01
Millet,369,50.11,2025/03/09,16:27
Quinoa,170,51.97,2025-03-04,16:59
Oats,231,49.97,2025-08-20,14:35
Barley,466,76.81,2025-06-19,10:40
Barley,393,16.58,2025/12/17,22:17
Sorghum,144,22.13,2025/07/08,05:53
Corn,66,41.49,2025/10/10,14:39
Quinoa,462,89.17,2025-05-20,01:32
Rye,321,64.17,2025-01-26,03:35
Millet,316,23.02,2025-03-13,07:56
Millet,379,98.14,2025/09/21,14:20
Soybean,336,70.97,2025/10/24,16:54
Sorghum,238,68.23,2025/04/02,20:00
Soybean,420,67.36,2025-06-30,06:39
Soybean,275,46.1,2025/03/18,02:36
Soybean,140,66.44,2025/06/21,20:59
Oats,246,87.21,2025-05-01,16:09
Sorghum,375,57.68,2025/10/12,17:43
Wheat,116,26.33,2025-10-07,11:27
Rye,120,49.44,2025/12/10,04:19
Rice,88,80.61,2025-09-24,06:23
Rice,247,75.71,2025/02/17,10:57
Wheat,299,43.73,2025-02-15,00:05
Corn,302,38.38,2025/04/21,10:26
Oats,491,13.58,2025-09-20,11:28
Oats,351,39.64,2025/07/13,16:32
Wheat,336,35.38,2025/04/26,06:13
Millet,286,31.35,2025/07/21,06:50
Quinoa,263,88.81,2025-05-21,10:56
Sorghum,305,25.33,2025-11-26,04:03
Corn,452,79.79,2025/01/13,15:58
Soybean,75,54.95,2025/02/24,20:28
Rye,482,83.03,2025-04-17,07:27
Barley,136,95.87,2025-07-20,20:29
Millet,338,24.56,2025/05/21,07:58
Millet,257,57.8,2025/04/24,19:29
Quinoa,313,44.35,2025-01-18,07:04
Soybean,366,26.62,2025-12-03,04:35
Corn,302,45.05,2025/05/10,14:58
Millet,432,76.73,2025-10-31,11:08
Rice,248,76.4,2025-04-12,19:50
Millet,420,92.42,2025-02-20,21:30
Oats,299,93.48,2025/11/30,00:09
Quinoa,312,85.33,2025-05-28,06:55
Soybean,441,94.19,2025-10-22,21:02
Soybean,496,20.21,2025-07-29,21:49
Barley,55,72.17,2025/03/17,09:53
Millet,406,10.93,2025/07/15,00:16
Soybean,425,92.62,2025-07-18,06:38
Soybean,424,64.92,2025-02-04,23:36
Corn,459,72.06,2025/12/14,02:42
Oats,444,79.12,2025/12/05,12:57
Oats,93,54.69,2025-01-06,02:14
Wheat,468,64.5,2025/08/01,17:39
Oats,168,59.71,2025/01/05,14:26
Rice,223,14.96,2025-06-18,23:44
Millet,338,42.47,2025-10-31,05:34
Rice,409,41.38,2025-12-14,08:34
Oats,73,91.21,2025-03-27,12:45
Oats,68,53.27,2025/09/12,08:00
Soybean,111,22.03,2025-03-01,02:07
Corn,293,85.11,2025/10/04,22:02
Sorghum,79,13.31,2025/09/28,03:49
Wheat,151,65.41,2025-06-22,03:39
Sorghum,215,26.42,2025/06/27,04:55
Millet,343,15.35,2025-08-23,07:56
Wheat,421,53.1,2025/12/21,17:10
Quinoa,430,23.28,2025/02/03,23:12
Oats,159,91.18,2025/02/28,00:01
Rice,306,55.64,2025-01-18,16:52
Quinoa,247,20.83,2025/08/24,04:37
Millet,326,15.43,2025-07-15,12:22
Corn,411,12.78,2025-11-09,01:42
Barley,200,29.89,2025-10-18,00:37
Soybean,323,80.1,2025/11/10,10:24
Rye,406,27.59,2025/10/23,02:08
Wheat,311,87.68,2025/02/05,10:57
Quinoa,482,82.87,2025/08/23,17:26
Oats,454,20.5,2025/12/05,23:25
Quinoa,425,26.44,2025-08-03,00:48
Soybean,300,67.39,2025/02/24,14:29
Wheat,134,30.55,2025-04-07,02:47
Millet,227,63.51,2025/04/30,11:40
Rye,486,26.84,2025-02-08,05:22
Soybean,120,26.37,2025/05/18,02:32
Rice,306,62.23,2025-02-28,00:14
Rye,427,38.56,2025-05-09,10:23
Millet,439,27.06,2025/06/13,03:38
Barley,248,71.28,2025/11/24,19:31
Rye,201,13.5,2025/09/30,21:01
Rice,482,20.48,2025-06-21,02:02
Millet,433,91.37,2025-09-08,07:54
Soybean,453,50.56,2025/04/26,18:00
Barley,314,19.0,2025/09/05,09:34
Rice,333,61.49,2025-03-02,15:15
Sorghum,386,41.72,2025/05/23,23:32
Wheat,127,13.53,2025/06/04,00:02
Rye,273,99.31,2025-04-27,15:17
Millet,176,11.88,2025/06/25,12:54
Sorghum,185,24.54,2025-04-16,16:05
Rice,65,45.25,2025-08-08,20:47
Barley,484,38.51,2025/01/08,09:07
Rice,488,99.59,2025-08-17,10:59
Rye,489,27.32,2025-07-03,00:35
Wheat,129,48.65,2025-08-11,04:07
Quinoa,349,71.13,2025/07/09,04:53
Corn,146,93.16,2025-09-24,11:13
Oats,317,32.46,2025/07/14,18:12
Rye,407,76.84,2025-12-31,08:46
Rice,58,86.44,2025/08/23,17:15
Millet,206,27.96,2025/09/05,05:37
Corn,458,28.68,2025/08/04,14:44
Soybean,60,20.36,2025-02-14,06:19
Oats,447,33.57,2025-07-01,16:04
Rye,494,50.62,2025/04/10,11:11
Rye,437,89.83,2025-11-25,15:05
Soybean,85,33.59,2025/11/01,23:37
Rice,384,29.0,2025-03-16,21:57
Quinoa,166,70.26,2025/10/25,11:38
Barley,299,33.81,2025-07-26,18:27
Corn,72,80.08,2025-01-30,20:11
Wheat,385,42.19,2025-09-07,21:43
Rice,291,15.36,2025-04-20,12:12
Sorghum,364,54.52,2025-07-17,23:52
Rice,452,60.38,2025-11-20,00:11
Sorghum,235,88.74,2025-09-02,22:41
Rye,70,13.24,2025-11-17,12:27
Soybean,446,62.67,2025/07/01,05:54
Soybean,474,27.48,2025/12/28,13:58
Quinoa,321,87.01,2025-10-22,14:26
Sorghum,249,31.88,2025-08-04,06:44
Sorghum,106,43.59,2025/03/27,06:14
Quinoa,333,20.64,2025-03-30,13:03
Sorghum,87,36.15,2025-09-02,04:50
Millet,316,44.6,2025/06/19,09:54
Rye,280,83.88,2025/10/01,04:21
Sorghum,342,20.14,2025/03/27,09:20
Oats,365,48.33,2025-12-12,02:41
Barley,217,68.43,2025/11/20,23:12
Oats,163,67.6,2025/10/15,13:40
Soybean,432,65.22,2025/10/24,11:55
Oats,323,52.58,2025/04/04,06:51
Millet,298,76.61,2025-09-28,16:20
Barley,226,85.09,2025-10-04,17:22
Quinoa,360,85.37,2025/04/08,11:47
Barley,280,51.97,2025/01/13,08:35
Millet,167,82.0,2025-10-07,04:47
Quinoa,435,10.87,2025/03/18,18:27
Wheat,457,78.42,2025/10/04,04:03
Wheat,318,58.06,2025/07/12,00:33
Millet,387,17.94,2025-03-22,04:19
Corn,400,27.23,2025-08-05,23:15
Soybean,362,46.33,2025/11/12,10:47
Rye,56,38.33,2025-07-14,20:16
Oats,488,73.68,2025-07-16,00:33
Millet,103,24.94,2025-10-03,08:33
Rice,123,21.92,2025-10-05,02:12
Oats,197,43.22,2025-04-04,02:20
Barley,308,85.95,2025-12-30,11:09
Sorghum,267,98.49,2025/10/09,03:16
Millet,181,66.38,2025/12/10,23:08
Rice,372,82.54,2025/10/11,23:30
Corn,55,53.42,2025/08/02,00:26
Wheat,52,33.95,2025-09-05,14:38
Sorghum,73,17.5,2025-07-28,09:36
Rice,343,28.17,2025/03/06,16:42
Rice,61,31.18,2025/07/03,12:12
Rice,87,67.93,2025/11/18,18:02
Oats,94,45.13,2025-09-26,22:29
Barley,423,34.46,2025/12/29,18:13
Quinoa,334,27.94,2025/08/20,12:07
Rice,215,69.38,2025/04/25,09:41
Oats,357,57.09,2025-09-25,12:35
Rye,381,58.31,2025-09-13,10:00
Rye,65,49.69,2025/03/22,00:37
Soybean,178,74.1,2025/01/24,11:46
Wheat,110,52.86,2025/08/28,08:21
Soybean,463,89.33,2025/10/13,04:45
Soybean,227,81.72,2025-09-03,02:17
Quinoa,87,59.14,2025-12-24,09:17
Rye,427,80.61,2025/08/02,02:40
Rye,97,71.91,2025-05-19,02:56
Corn,386,98.38,2025-04-01,18:33
Soybean,364,34.38,2025/03/05,18:00
Soybean,150,18.22,2025/11/20,11:09
Quinoa,378,91.25,2025-02-15,13:19
Sorghum,231,91.64,2025-01-24,14:48
Rye,309,51.56,2025-02-10,11:38
Soybean,298,33.34,2025/10/24,06:58
Rice,152,44.61,2025-01-02,00:06
Barley,232,29.02,2025/04/20,03:07
Rye,430,95.67,2025/11/28,03:31
Soybean,259,21.02,2025-08-12,21:27
Rye,184,95.55,2025-06-10,05:00
Millet,351,86.36,2025/03/26,11:52
Corn,189,20.36,2025/04/20,13:37
Rice,373,66.92,2025/03/20,06:06
Barley,84,36.78,2025-10-22,16:56
Wheat,413,75.21,2025-12-28,14:34
Quinoa,194,59.64,2025-03-21,01:59
Millet,380,77.73,2025/08/07,10:03
Sorghum,332,28.03,2025-10-03,12:56
Quinoa,145,62.46,2025/10/23,09:04
Wheat,113,82.89,2025-03-13,12:28
Soybean,268,24.27,2025-01-09,09:11
Sorghum,150,58.34,2025/02/08,05:34
Wheat,259,93.34,2025-07-24,21:56
Soybean,282,78.46,2025/09/07,14:06
Millet,453,88.27,2025-04-14,18:43
Corn,243,14.27,2025/10/30,13:17
Rye,431,18.59,2025/05/14,02:28
Quinoa,459,14.85,2025/10/06,11:01
Oats,169,46.04,2025-06-30,14:25
Quinoa,409,59.93,2025/07/15,03:27
Millet,140,83.92,2025/10/10,22:13
Millet,72,73.27,2025/11/08,18:45
Millet,416,94.39,2025/01/08,04:28
Soybean,372,18.93,2025-01-14,11:11
Sorghum,464,69.06,2025/01/15,03:12
Barley,455,15.92,2025-05-05,19:29
